Latitude,Mean Value
67.69704,2.611442045
67.688057,2.680976328
67.679074,2.614748967
67.67009,2.603291575
67.661107,2.69881142
67.652124,2.664865514
67.643141,2.663379278
67.634158,2.687381853
67.625175,2.692123561
67.616191,2.693550235
67.607208,2.708545035
67.598225,2.706994115
67.589242,2.730590502
67.580259,2.757767549
67.571276,2.786441066
67.562293,2.814024736
67.553309,2.787348587
67.544326,2.798110061
67.535343,2.825192519
67.52636,2.801579574
67.517377,2.829587206
67.508394,2.888529381
67.49941,2.786897352
67.490427,2.803301238
67.481444,2.872868713
67.472461,2.904347826
67.463478,2.897060384
67.454495,2.859200841
67.445512,2.913540808
67.436528,2.910244695
67.427545,2.948070317
67.418562,2.838551074
67.409579,2.774759888
67.400596,2.85467304
67.391613,2.907039711
67.382629,2.863313008
67.373646,2.856609485
67.364663,2.881176235
67.35568,2.908435905
67.346697,2.867379994
67.337714,2.890267735
67.328731,2.839058091
67.319747,2.836394321
67.310764,2.834272161
67.301781,2.908038147
67.292798,2.892279015
67.283815,2.83128655
67.274832,2.872003835
67.265848,2.935579592
67.256865,2.969647173
67.247882,3.03446317
67.238899,2.95539174
67.229916,2.989926568
67.220933,2.929418355
67.21195,2.98603742
67.202966,2.984875528
67.193983,3.040695523
67.185,3.016115588
67.176017,3.068275733
67.167034,2.996081724
67.158051,2.98046875
67.149067,2.93659437
67.140084,2.999071495
67.131101,3.042753822
67.122118,3.013589931
67.113135,2.940348344
67.104152,2.906067251
67.095169,2.99409413
67.086185,3.018486477
67.077202,3.036347032
67.068219,3.030994365
67.059236,2.978163594
67.050253,3.011152748
67.04127,3.082410714
67.032287,3.093775118
67.023303,3.112292938
67.01432,3.142285422
67.005337,3.190076989
66.996354,3.259429544
66.987371,3.162749258
66.978388,3.099611027
66.969404,3.007644319
66.960421,3.068228378
66.951438,3.057778167
66.942455,3.026993757
66.933472,3.052046225
66.924489,3.104248111
66.915506,2.983172029
66.906522,2.987357331
66.897539,2.964955104
66.888556,2.967335143
66.879573,2.946224256
66.87059,2.992780725
66.861607,3.025991189
66.852623,3.032016704
66.84364,3.009695901
66.834657,3.042661658
66.825674,3.038611406
66.816691,2.926395712
66.807708,2.948667325
66.798725,2.924922805
66.789741,2.926179805
66.780758,2.940641248
66.771775,2.943009184
66.762792,3.007406117
66.753809,3.034185083
66.744826,3.05906383
66.735842,3.050501586
66.726859,2.98658288
66.717876,3.011027177
66.708893,2.955968262
66.69991,3.044021312
66.690927,3.097854884
66.681944,3.061013444
66.67296,3.048946875
66.663977,3.040821566
66.654994,2.994014024
66.646011,3.036459217
66.637028,3.056691059
66.628045,3.108597285
66.619061,3.037307105
66.610078,3.070045607
66.601095,3.098865899
66.592112,2.993854033
66.583129,3.104948295
66.574146,3.081925243
66.565163,3.079170515
66.556179,3.074429872
66.547196,3.110311349
66.538213,3.018863241
66.52923,3.039279732
66.520247,3.050977418
66.511264,3.160515378
66.50228,3.139598768
66.493297,3.11908061
66.484314,3.155785866
66.475331,3.085686307
66.466348,3.110472279
66.457365,3.113796494
66.448382,3.084205363
66.439398,3.053207484
66.430415,3.047493404
66.421432,3.119967132
66.412449,3.129477251
66.403466,3.107793687
66.394483,3.089772363
66.385499,3.136936075
66.376516,3.119436439
66.367533,3.112417987
66.35855,3.08018018
66.349567,3.072083879
66.340584,3.067066163
66.331601,3.066556017
66.322617,3.129638752
66.313634,3.044572542
66.304651,3.105949938
66.295668,3.15227254
66.286685,3.149420695
66.277702,3.161108426
66.268719,3.167371651
66.259735,3.166113233
66.250752,3.225975342
66.241769,3.181089877
66.232786,3.226274963
66.223803,3.28468337
66.21482,3.229056965
66.205836,3.274767248
66.196853,3.324819545
66.18787,3.282277977
66.178887,3.310943644
66.169904,3.372912801
66.160921,3.368625232
66.151938,3.351650138
66.142954,3.335980307
66.133971,3.357863549
66.124988,3.241607001
66.116005,3.290000792
66.107022,3.307340174
66.098039,3.307335847
66.089055,3.214224839
66.080072,3.296968752
66.071089,3.310903092
66.062106,3.305876979
66.053123,3.288280712
66.04414,3.378425968
66.035157,3.339079598
66.026173,3.306511421
66.01719,3.376681614
66.008207,3.366109893
65.999224,3.362916604
65.990241,3.306272788
65.981258,3.364601901
65.972274,3.319499341
65.963291,3.344183996
65.954308,3.283208572
65.945325,3.264149565
65.936342,3.275502008
65.927359,3.328885683
65.918376,3.361440492
65.909392,3.30877916
65.900409,3.343097766
65.891426,3.374616172
65.882443,3.381275046
65.87346,3.391831109
65.864477,3.443523929
65.855493,3.433521354
65.84651,3.406307297
65.837527,3.402353112
65.828544,3.390855019
65.819561,3.406572979
65.810578,3.408367271
65.801595,3.381595547
65.792611,3.346598488
65.783628,3.257824033
65.774645,3.251005632
65.765662,3.301436119
65.756679,3.329102845
65.747696,3.333859214
65.738712,3.3621421
65.729729,3.352572808
65.720746,3.366762394
65.711763,3.325315605
65.70278,3.370192308
65.693797,3.365189496
65.684814,3.46225924
65.67583,3.354566952
65.666847,3.332964193
65.657864,3.342591894
65.648881,3.319091319
65.639898,3.341088209
65.630915,3.347995504
65.621932,3.332934221
65.612948,3.321157
65.603965,3.370566038
65.594982,3.410095353
65.585999,3.467683479
65.577016,3.512158284
65.568033,3.456784493
65.559049,3.463980002
65.550066,3.512083114
65.541083,3.489709172
65.5321,3.566453341
65.523117,3.528568244
65.514134,3.630402605
65.505151,3.620991254
65.496167,3.603354019
65.487184,3.600474566
65.478201,3.599786064
65.469218,3.580792683
65.460235,3.638267527
65.451252,3.621723128
65.442268,3.572076763
65.433285,3.548263993
65.424302,3.560236015
65.415319,3.593041526
65.406336,3.550102249
65.397353,3.537282178
65.38837,3.469512195
65.379386,3.476011147
65.370403,3.448242334
65.36142,3.472462244
65.352437,3.464410562
65.343454,3.502242152
65.334471,3.456841643
65.325487,3.504163951
65.316504,3.542645152
65.307521,3.577333818
65.298538,3.631372839
65.289555,3.592852445
65.280572,3.635618426
65.271589,3.653992395
65.262605,3.659923496
65.253622,3.623242737
65.244639,3.692714752
65.235656,3.74805723
65.226673,3.782621103
65.21769,3.748586155
65.208706,3.719513079
65.199723,3.691129268
65.19074,3.724062454
65.181757,3.807960637
65.172774,3.818268525
65.163791,3.962892622
65.154808,3.874125375
65.145824,3.870854774
65.136841,3.885389264
65.127858,3.89443419
65.118875,3.900240122
65.109892,3.919174987
65.100909,3.900216294
65.091925,3.965465141
65.082942,4.034728727
65.073959,4.049321651
65.064976,4.12145434
65.055993,4.105708842
65.04701,4.063582609
65.038027,4.15169702
65.029043,4.125425807
65.02006,4.161268091
65.011077,4.182639272
65.002094,4.277258995
64.993111,4.185603726
64.984128,4.225334621
64.975145,4.19356375
64.966161,4.155372468
64.957178,4.094080044
64.948195,4.076976956
64.939212,4.117292504
64.930229,4.157883774
64.921246,4.125810904
64.912262,4.248338082
64.903279,4.188631012
64.894296,4.208254269
64.885313,4.125673854
64.87633,4.129043172
64.867347,4.205551031
64.858364,4.202343856
64.84938,4.174814315
64.840397,4.179873701
64.831414,4.179284497
64.822431,4.121326042
64.813448,4.053307949
64.804465,4.091238629
64.795481,4.219700096
64.786498,4.234515077
64.777515,4.187832094
64.768532,4.163630275
64.759549,4.155440762
64.750566,4.198689226
64.741583,4.210730489
64.732599,4.226378992
64.723616,4.193333333
64.714633,4.184832545
64.70565,4.277190432
64.696667,4.248887435
64.687684,4.250243554
64.6787,4.24856904
64.669717,4.269258042
64.660734,4.336714128
64.651751,4.30100813
64.642768,4.312512251
64.633785,4.273669797
64.624802,4.271842758
64.615818,4.273839111
64.606835,4.284285528
64.597852,4.265394848
64.588869,4.261039795
64.579886,4.300064185
64.570903,4.388952967
64.561919,4.362041159
64.552936,4.388392857
64.543953,4.364381282
64.53497,4.399555838
64.525987,4.395212966
64.517004,4.451761006
64.508021,4.445535882
64.499037,4.460319441
64.490054,4.486819861
64.481071,4.450749064
64.472088,4.436562074
64.463105,4.42108209
64.454122,4.454244281
64.445138,4.388111888
64.436155,4.432126277
64.427172,4.44430716
64.418189,4.438845823
64.409206,4.498720137
64.400223,4.474377835
64.39124,4.465240642
64.382256,4.49004884
64.373273,4.428047887
64.36429,4.471039391
64.355307,4.470949515
64.346324,4.44994783
64.337341,4.390951062
64.328357,4.424546912
64.319374,4.44842248
64.310391,4.441964013
64.301408,4.474888902
64.292425,4.471432918
64.283442,4.525780683
64.274459,4.556325719
64.265475,4.578728282
64.256492,4.606786546
64.247509,4.612328192
64.238526,4.610513021
64.229543,4.639163452
64.22056,4.636243147
64.211577,4.571309623
64.202593,4.615548456
64.19361,4.609124978
64.184627,4.59453669
64.175644,4.627252589
64.166661,4.504639543
64.157678,4.471134705
64.148694,4.461150474
64.139711,4.471838213
64.130728,4.36421841
64.121745,4.476902585
64.112762,4.488641157
64.103779,4.542691401
64.094796,4.559365649
64.085812,4.620650484
64.076829,4.59506833
64.067846,4.63724969
64.058863,4.636991513
64.04988,4.628254099
64.040897,4.668481477
64.031913,4.591216415
64.02293,4.624344856
64.013947,4.678424456
64.004964,4.686754735
63.995981,4.692226273
63.986998,4.622927606
63.978015,4.633870968
63.969031,4.583373263
63.960048,4.576960019
63.951065,4.678756477
63.942082,4.644904363
63.933099,4.629937754
63.924116,4.633763726
63.915132,4.668039738
63.906149,4.705553851
63.897166,4.834987137
63.888183,4.783668234
63.8792,4.804484634
63.870217,4.782845265
63.861234,4.825633564
63.85225,4.837351587
63.843267,4.807888659
63.834284,4.862376418
63.825301,4.821875
63.816318,4.850566269
63.807335,4.802971262
63.798351,4.944177269
63.789368,4.937156324
63.780385,4.777415065
63.771402,4.813707838
63.762419,4.798015634
63.753436,4.798915009
63.744453,4.837679937
63.735469,4.858214372
63.726486,4.856473024
63.717503,4.915182358
63.70852,4.922020007
63.699537,4.936073612
63.690554,4.872934507
63.68157,4.863467529
63.672587,4.826678657
63.663604,4.907142422
63.654621,4.895250804
63.645638,4.916959206
63.636655,4.909723904
63.627672,4.909974054
63.618688,4.878416702
63.609705,4.961971142
63.600722,4.975935177
63.591739,4.993830554
63.582756,4.99408284
63.573773,4.98998361
63.56479,4.976791058
63.555806,4.97242177
63.546823,5.052888674
63.53784,5.122535126
63.528857,5.161833433
63.519874,5.219013958
63.510891,5.198810586
63.501907,5.233416846
63.492924,5.273892216
63.483941,5.182151084
63.474958,5.201956135
63.465975,5.215793869
63.456992,5.110427634
63.448009,5.111379575
63.439025,5.087291777
63.430042,5.14145476
63.421059,5.068574131
63.412076,5.184762907
63.403093,5.208768023
63.39411,5.227097001
63.385126,5.186503067
63.376143,5.233466876
63.36716,5.218108675
63.358177,5.252431681
63.349194,5.240208575
63.340211,5.26913638
63.331228,5.334116956
63.322244,5.32084159
63.313261,5.364829396
63.304278,5.395858995
63.295295,5.315995788
63.286312,5.314171984
63.277329,5.355818774
63.268345,5.339299382
63.259362,5.356826634
63.250379,5.316878701
63.241396,5.300993708
63.232413,5.28369824
63.22343,5.299345947
63.214447,5.287708685
63.205463,5.317890443
63.19648,5.386030925
63.187497,5.471703721
63.178514,5.469203865
63.169531,5.422468166
63.160548,5.445894411
63.151564,5.429641965
63.142581,5.33628056
63.133598,5.32482681
63.124615,5.307530525
63.115632,5.366629692
63.106649,5.377550431
63.097666,5.370455724
63.088682,5.445155709
63.079699,5.422385153
63.070716,5.469287469
63.061733,5.51222165
63.05275,5.539879434
63.043767,5.46098598
63.034783,5.469760738
63.0258,5.551860007
63.016817,5.517909336
63.007834,5.481766821
62.998851,5.510606836
62.989868,5.536377577
62.980885,5.496112593
62.971901,5.435822604
62.962918,5.392822336
62.953935,5.30351805
62.944952,5.320842419
62.935969,5.313360092
62.926986,5.346815488
62.918002,5.249427787
62.909019,5.250734743
62.900036,5.227507331
62.891053,5.283572512
62.88207,5.344361603
62.873087,5.341881833
62.864104,5.220600908
62.85512,5.258589721
62.846137,5.147943173
62.837154,5.131863056
62.828171,5.110183544
62.819188,5.089455215
62.810205,5.101803003
62.801222,5.158491883
62.792238,5.217164179
62.783255,5.191989828
62.774272,5.21225219
62.765289,5.216843196
62.756306,5.35148686
62.747323,5.356564488
62.738339,5.283274881
62.729356,5.229378336
62.720373,5.272133233
62.71139,5.273008951
62.702407,5.302328249
62.693424,5.297586978
62.684441,5.298855862
62.675457,5.393218185
62.666474,5.409372136
62.657491,5.439013116
62.648508,5.408714171
62.639525,5.403838349
62.630542,5.432730225
62.621558,5.448577554
62.612575,5.486554133
62.603592,5.451504435
62.594609,5.494462163
62.585626,5.479916415
62.576643,5.446732996
62.56766,5.449060735
62.558676,5.430695637
62.549693,5.386026201
62.54071,5.361377228
62.531727,5.420929962
62.522744,5.481754366
62.513761,5.526041968
62.504777,5.510667823
62.495794,5.511114981
62.486811,5.558808275
62.477828,5.574137037
62.468845,5.602944546
62.459862,5.637371475
62.450879,5.659107871
62.441895,5.684234621
62.432912,5.660443879
62.423929,5.680509316
62.414946,5.627555192
62.405963,5.585968206
62.39698,5.524099561
62.387996,5.537594863
62.379013,5.52025213
62.37003,5.559766082
62.361047,5.572338436
62.352064,5.596035345
62.343081,5.54798201
62.334098,5.526547117
62.325114,5.576178103
62.316131,5.605264697
62.307148,5.667800387
62.298165,5.698850709
62.289182,5.66082389
62.280199,5.675110197
62.271215,5.710765467
62.262232,5.736928392
62.253249,5.706680769
62.244266,5.69579822
62.235283,5.626649311
62.2263,5.704482535
62.217317,5.724150059
62.208333,5.799554174
62.19935,5.779318009
62.190367,5.768857886
62.181384,5.777077566
62.172401,5.808973607
62.163418,5.756843228
62.154435,5.751515152
62.145451,5.696489777
62.136468,5.757031753
62.127485,5.793539735
62.118502,5.892578807
62.109519,5.896266044
62.100536,5.909757242
62.091552,5.922928934
62.082569,5.940169432
62.073586,5.942018779
62.064603,5.919025019
62.05562,5.975799431
62.046637,5.950276561
62.037654,5.885316616
62.02867,5.901763658
62.019687,5.934753815
62.010704,5.97108392
62.001721,5.842983205
61.992738,5.94863189
61.983755,5.973608885
61.974771,5.987175801
61.965788,6.017517575
61.956805,6.070491897
61.947822,6.073931066
61.938839,6.10960842
61.929856,6.071750141
61.920873,6.109647622
61.911889,6.140130301
61.902906,6.103635532
61.893923,6.126392362
61.88494,6.029618216
61.875957,5.965103168
61.866974,5.934992928
61.85799,5.984874429
61.849007,5.970378403
61.840024,5.930094652
61.831041,5.914692757
61.822058,5.874095023
61.813075,5.850752222
61.804092,5.906403099
61.795108,5.912836676
61.786125,5.963196815
61.777142,5.861947306
61.768159,5.839434371
61.759176,5.884466462
61.750193,6.060339409
61.741209,6.119983902
61.732226,6.108646059
61.723243,6.12685074
61.71426,6.066093929
61.705277,6.11568403
61.696294,6.182619647
61.687311,6.184315514
61.678327,6.229643549
61.669344,6.246467093
61.660361,6.23732063
61.651378,6.201916376
61.642395,6.23232147
61.633412,6.208422638
61.624428,6.162547638
61.615445,6.127147964
61.606462,6.200850526
61.597479,6.20997981
61.588496,6.19366928
61.579513,6.160547532
61.57053,6.204028627
61.561546,6.167052424
61.552563,6.183891371
61.54358,6.268699022
61.534597,6.251531615
61.525614,6.204631652
61.516631,6.198931526
61.507648,6.269493686
61.498664,6.256136115
61.489681,6.287432073
61.480698,6.298107072
61.471715,6.312746921
61.462732,6.317731721
61.453749,6.339788026
61.444765,6.2799724
61.435782,6.302926187
61.426799,6.307608633
61.417816,6.338290391
61.408833,6.359064462
61.39985,6.345539743
61.390867,6.321403913
61.381883,6.328215744
61.3729,6.33989726
61.363917,6.308342374
61.354934,6.24696079
61.345951,6.367471251
61.336968,6.380683761
61.327984,6.357012021
61.319001,6.466437572
61.310018,6.360946408
61.301035,6.374713434
61.292052,6.376061023
61.283069,6.328978282
61.274086,6.295646149
61.265102,6.261987969
61.256119,6.398171951
61.247136,6.453569389
61.238153,6.456706864
61.22917,6.400526256
61.220187,6.396103896
61.211203,6.390115848
61.20222,6.397801443
61.193237,6.469966086
61.184254,6.4483484
61.175271,6.467549518
61.166288,6.471364386
61.157305,6.497412568
61.148321,6.525420827
61.139338,6.512955142
61.130355,6.486623034
61.121372,6.538691331
61.112389,6.505821623
61.103406,6.498326987
61.094422,6.612280097
61.085439,6.562425818
61.076456,6.529335804
61.067473,6.579218741
61.05849,6.519605634
61.049507,6.584263393
61.040524,6.666907917
