Longitude,Latitude,Value,bio13,bio14,bio15,bio18,bio19,bio2,bio3,bio4,bio8,bio9
107.0143493,71.775391,1.296636086,39.19571865,10.08409786,46.12763013,101.9006116,36.1941896,8.247502552,15.28774173,1714.106795,7.158460726,-30.92436281
106.3994869,71.766408,1.333815029,39.43786127,10.17630058,45.9064178,102.3583815,36.40462428,8.301553492,15.35634859,1714.620983,7.206430629,-30.86775039
108.221875,71.757425,1.369252874,38.86781609,10.0158046,46.24331995,101.512931,36.14224138,8.326544558,15.19558021,1727.530349,7.168055567,-30.89501925
107.6052585,71.748442,1.358008075,39.04710633,10.06325707,46.08295084,101.8492598,36.57738896,8.331437918,15.23233637,1722.993213,7.145199642,-30.56229257
107.0058793,71.739459,1.294545455,38.91272727,9.838787879,46.64246478,101.6654545,36.06545455,8.321808142,15.21426733,1723.20765,7.155373754,-30.62121215
107.5890903,71.730475,1.259786477,38.90154211,9.824436536,46.83411811,101.8849348,35.73190985,8.294286301,15.17422421,1722.6265,7.187504946,-30.64578889
107.6706813,71.721492,1.342995169,38.84661836,9.858695652,46.51964323,101.5483092,35.77294686,8.311886099,15.19907204,1722.999237,7.216183569,-30.72087366
106.6610316,71.712509,1.287246722,39.13110846,9.893921335,46.51751511,102.1656734,36.01549464,8.323818044,15.22013098,1722.056788,7.225009923,-30.7290227
107.9096585,71.703526,1.326507395,38.80546075,9.844141069,46.62880222,101.6097838,35.91240046,8.29723172,15.16941976,1724.543194,7.191998497,-30.63697387
108.0648529,71.694543,1.309368192,38.84313725,9.921568627,46.54185104,101.8028322,35.78431373,8.278277106,15.14278504,1723.997999,7.200526522,-30.81779238
108.1829567,71.68556,1.328342246,38.47700535,9.831016043,46.57033152,100.9347594,35.60320856,8.294304856,15.13695097,1728.153127,7.214295909,-30.84750452
108.1688516,71.676577,1.368600683,38.69624573,9.726962457,46.86689349,101.4755404,35.60637088,8.309471027,15.16001429,1727.992369,7.251915069,-30.77660227
108.3353484,71.667593,1.272921109,38.52452026,9.697228145,46.96849746,101.2302772,35.23560768,8.28627396,15.11568863,1729.798431,7.247476919,-30.86421469
108.3659879,71.65861,1.264428122,38.2633788,9.581322141,47.18590625,100.4858342,35.06190976,8.31293283,15.13605163,1732.902855,7.238667384,-30.80440717
107.2232352,71.649627,1.318181818,38.43657505,9.497885835,47.62566956,100.8150106,34.93657505,8.310729373,15.14691533,1730.755751,7.233016225,-30.74534884
107.7703948,71.640644,1.293347874,38.72628135,9.635768811,47.31149254,101.3653217,35.18211559,8.342720819,15.19612299,1729.74383,7.27757181,-30.81804801
108.3135118,71.631661,1.457943925,38.70924195,9.56490135,47.53065795,101.6095535,35.02076843,8.31181203,15.13258047,1731.929293,7.319678078,-31.02540666
108.3487885,71.622678,1.454265159,38.78006166,9.606372045,47.49210263,101.696814,35.01952724,8.332502582,15.14915937,1733.975197,7.330250074,-31.00632066
108.3044665,71.613694,1.453074434,39.06796117,9.696871629,47.20473049,102.3700108,35.5210356,8.349110004,15.17851802,1733.093723,7.320172568,-30.9089536
108.0042669,71.604711,1.558947368,38.99368421,9.637894737,47.20822907,102.0452632,35.29157895,8.3534035,15.18903694,1732.567497,7.338157869,-30.91182452
107.9374734,71.595728,1.412459721,38.91729323,9.787325456,46.8459768,101.773362,35.82599356,8.368322579,15.21919103,1731.836137,7.298872167,-30.69018973
108.2150792,71.586745,1.339226519,38.87624309,9.752486188,47.17646425,101.9723757,35.48508287,8.36211784,15.20451239,1732.949586,7.28670351,-30.85736644
108.6267812,71.577762,1.21799308,38.51672434,9.640138408,47.05439556,101.1499423,35.10611303,8.380449816,15.19641058,1737.938803,7.334736648,-30.87795075
107.8641918,71.568779,1.211904762,38.65833333,9.571428571,47.37329334,101.5809524,34.84761905,8.381269827,15.19244054,1737.848625,7.338214292,-31.02748021
107.688733,71.559796,1.176165803,38.93782383,9.634715026,47.43695231,102.2979275,35.26036269,8.379792714,15.20465376,1735.366937,7.359067338,-30.75608806
106.9123792,71.550812,1.196547145,38.9561753,9.677290837,47.37163094,102.3519256,35.40371846,8.373494886,15.21621341,1732.024295,7.369544036,-30.70774675
108.7740274,71.541829,1.31228473,38.69575201,9.576349024,47.37174071,101.9288175,35.25832377,8.399732106,15.19277387,1741.294068,7.452277074,-30.67939144
107.9509066,71.532846,1.310223267,38.98942421,9.618096357,47.52119347,102.6016451,35.2972973,8.404533898,15.21050637,1739.418989,7.475303568,-30.79463375
107.0897059,71.523863,1.309002433,39.05474453,9.549878345,47.6681101,102.5693431,35.06934307,8.396603811,15.21081995,1737.319592,7.484164655,-30.78493516
107.5926234,71.51488,1.300873908,39.00749064,9.739076155,47.09203291,102.5230961,35.70661673,8.465366164,15.31916062,1738.011357,7.520307956,-30.69619228
108.6535396,71.505897,1.282247765,38.45083014,9.522349936,47.50008723,101.5938697,35.100894,8.451979516,15.25472341,1744.96682,7.541166477,-30.83584502
108.8874449,71.496913,1.26889715,38.66666667,9.459727385,47.85835888,102.070632,35.10780669,8.439178019,15.23513068,1745.106741,7.536266016,-30.7520033
108.8726555,71.48793,1.279511533,38.78697422,9.50339213,47.7767421,102.2469471,35.1275441,8.457247855,15.24651412,1746.981801,7.538444162,-30.78428305
108.830699,71.478947,1.312242091,38.88858322,9.612104539,47.52001701,102.5983494,35.54470426,8.462608877,15.27386199,1744.923418,7.505226972,-30.65259049
108.3574798,71.469964,1.328496042,38.90237467,9.63060686,47.36574509,102.2598945,35.42348285,8.491853534,15.31044497,1746.027769,7.543117869,-30.77519785
108.568867,71.460981,1.321596244,38.91549296,9.590375587,47.62302649,102.4518779,35.20892019,8.498386173,15.29711998,1748.696109,7.574139299,-30.90888112
107.5808935,71.451998,1.335195531,39.17877095,9.721787709,47.54909115,103.1888268,35.55642458,8.489860339,15.31104874,1744.64295,7.590484191,-30.90519544
107.5104667,71.443015,1.369942197,39.34450867,9.716763006,47.7542331,103.5583815,35.59884393,8.499123324,15.32395902,1745.547352,7.601059748,-30.77500954
107.6194629,71.434031,1.361725664,39.16814159,9.658185841,47.67273761,103.0840708,35.37942478,8.513154495,15.32008031,1748.268037,7.598617285,-30.92090711
107.7912903,71.425048,1.438577586,39.3825431,9.768318966,47.61578936,103.6530172,35.73814655,8.539251076,15.367531,1746.670852,7.582058204,-30.7599138
107.9504616,71.416065,1.396166134,39.74334398,9.920127796,47.50452783,104.8892439,36.4771033,8.533146959,15.38289542,1742.646072,7.596361407,-30.56061406
108.3196435,71.407082,1.404975124,40.15522388,10.03283582,47.6253393,105.9870647,36.80099502,8.495082899,15.34039804,1740.150502,7.558325064,-30.62323379
108.4642828,71.398099,1.375494071,39.6729249,9.854743083,47.80377302,104.5750988,36.50395257,8.485326067,15.29580769,1745.437308,7.530698313,-30.37323778
108.3361367,71.389116,1.330300273,39.1910828,9.737033667,47.5578451,103.5932666,36.2010919,8.490301769,15.31944136,1743.572452,7.511207174,-30.31918407
108.6392267,71.380132,1.4,39.11517857,9.724107143,47.54597525,103.4071429,35.97857143,8.520639844,15.33945655,1746.995741,7.587157735,-30.37498512
108.2364709,71.371149,1.362162162,39.17477477,9.731531532,47.52955888,103.3864865,35.84504505,8.539226643,15.35924849,1748.066353,7.594699711,-30.48261268
107.5511191,71.362166,1.353581142,39.59655485,9.845874887,47.35627684,104.3327289,36.40707162,8.560290048,15.41634505,1744.289034,7.585191901,-30.48744335
107.6600579,71.353183,1.325643301,39.89618456,9.894409938,47.77216437,105.1792369,36.25998225,8.537193093,15.36896064,1745.152299,7.550044377,-30.5739722
108.1163528,71.3442,1.331911263,40.09897611,9.986348123,47.68096756,105.6569966,36.57935154,8.564960154,15.41567902,1744.47423,7.596060872,-30.63447101
107.6357361,71.335217,1.273779983,39.90736146,9.947890819,47.55265956,105.1645988,36.60132341,8.603832345,15.47617287,1744.575696,7.628687622,-30.62648195
106.116558,71.326234,1.306715064,39.86479129,9.941923775,47.36130843,104.8185118,36.41107078,8.628765871,15.51085375,1744.757217,7.614095585,-30.7020418
107.2448455,71.31725,1.369911504,39.84690265,9.994690265,47.2169341,104.8336283,36.53097345,8.649675527,15.53077479,1747.13557,7.645752213,-30.77325959
106.8345806,71.308267,1.344594595,39.84037162,9.844594595,47.70483076,104.8868243,36.25929054,8.638963939,15.50090226,1748.338965,7.662077699,-30.6769848
106.2084653,71.299284,1.383503401,40.1335034,9.928571429,47.60160394,105.5357143,36.6079932,8.637790509,15.52750785,1744.197286,7.645167216,-30.48292238
106.199831,71.290301,1.443589744,40.14444444,9.847863248,47.96309591,105.6461538,36.08632479,8.656082589,15.53477619,1746.805092,7.722393159,-30.86511398
106.9961654,71.281318,1.528571429,39.85639098,9.793984962,47.94056337,104.9804511,35.99699248,8.668552612,15.5347434,1749.954717,7.689812029,-30.70484966
107.7185332,71.272335,1.492915735,39.76137211,9.836689038,47.8582033,104.8553318,36.13049963,8.686974885,15.53844398,1753.762582,7.718742241,-30.78958497
107.9085254,71.263351,1.521348315,39.8659176,9.841947566,47.88914903,105.0636704,36.28614232,8.701910099,15.5646766,1753.467288,7.729637941,-30.66614232
107.1067908,71.254368,1.486891386,40.31910112,10.13483146,47.48097718,106.4719101,37.27565543,8.716604234,15.6401576,1745.803989,7.704731588,-30.64681647
106.5753611,71.245385,1.511987626,40.48955916,10.08197989,47.61680856,106.774942,37.20417633,8.715957672,15.64348169,1744.808602,7.741969571,-30.57398819
107.0926566,71.236402,1.504451039,40.33234421,10.0074184,47.7444314,106.5022255,36.91691395,8.734353328,15.63688935,1749.500848,7.780464879,-30.67890705
107.8730228,71.227419,1.602729885,40.27801724,9.993534483,47.79531709,106.3793103,37.13002874,8.716846245,15.59445484,1752.049369,7.696228451,-30.4720187
108.2045969,71.218436,1.534900285,40.29985755,9.966524217,47.98689723,106.3682336,36.91880342,8.730056956,15.6095359,1753.330079,7.687666211,-30.47738608
107.8383736,71.209453,1.519258203,39.99928673,9.87232525,48.02479548,105.6219686,36.67974322,8.728584122,15.5945129,1754.801319,7.672883976,-30.39497154
108.0768292,71.200469,1.450683945,39.97840173,9.777537797,48.1635473,105.474442,36.47660187,8.73371127,15.58960908,1756.433439,7.68572114,-30.45171585
108.5320728,71.191486,1.5356623,39.65574964,9.695778748,48.52281961,104.8486172,35.96870451,8.732835972,15.55540448,1761.36904,7.711377991,-30.39653078
108.8449229,71.182503,1.499260355,39.65088757,9.667159763,48.56755281,104.7803254,36.02810651,8.742702151,15.56612829,1762.721732,7.677761353,-30.42359463
108.7174657,71.17352,1.43494705,39.57337368,9.778366112,48.14104848,104.6043873,36.35173979,8.753882978,15.59116856,1761.918933,7.689019169,-30.32619764
109.3914829,71.164537,1.473724884,39.52472952,9.585007728,48.72493987,104.3307573,35.58887172,8.754372736,15.54685393,1768.034191,7.714399794,-30.53839516
109.3585981,71.155554,1.494607088,39.49845917,9.530816641,48.90300869,104.3081664,35.45454545,8.768194642,15.5580874,1769.511309,7.697701608,-30.71407292
109.1014797,71.146571,1.474697078,39.60940841,9.627940128,48.67766933,104.5224519,35.7911618,8.799976268,15.60295061,1769.811614,7.733357102,-30.75808982
108.6737883,71.137587,1.51795977,39.83979885,9.6875,48.82574951,105.1408046,35.99137931,8.803532126,15.60690809,1769.830135,7.757171951,-30.74413313
109.3960192,71.128604,1.476760563,39.59788732,9.550704225,49.14129097,104.5788732,35.59225352,8.812523472,15.5815852,1775.718816,7.800833323,-30.82580985
107.1714304,71.119621,1.487769784,39.91151079,9.676258993,48.99258858,105.3834532,35.85971223,8.819994007,15.63372964,1769.112799,7.818824949,-30.68665453
108.883716,71.110638,1.417334304,40.01893664,9.742898762,48.98074844,106.0728332,35.9774217,8.824350584,15.64064547,1769.806342,7.847924251,-30.81210238
109.6852259,71.101655,1.431117204,39.91775188,9.729952022,48.98329557,105.8814256,36.10418095,8.80999541,15.59656103,1773.609839,7.808853084,-30.75588299
108.4114884,71.092672,1.461942257,40.14829396,9.950787402,48.50500948,106.3832021,36.82677165,8.83220688,15.67645878,1766.649302,7.778729207,-30.53007426
109.2142815,71.083688,1.446028513,39.96334012,9.760353021,49.0018824,106.0115411,36.34623218,8.831698314,15.64009676,1772.203106,7.802115864,-30.4587576
108.1864872,71.074705,1.409916201,39.91620112,9.663407821,49.07913466,105.8184358,36.14455307,8.849819575,15.6577391,1773.298753,7.830737886,-30.51114984
108.8283988,71.065722,1.43519189,39.98262129,9.741491673,49.08849616,106.0811007,36.26864591,8.858834171,15.66206074,1773.952562,7.886724593,-30.43011105
109.1370288,71.056739,1.432685385,40.19222462,9.816414687,49.05714693,106.4442045,36.3412527,8.859131257,15.6495236,1775.849119,7.869846411,-30.64766016
109.209141,71.047756,1.38358209,40.32835821,9.748507463,49.18875656,106.8,36.32238806,8.866050981,15.6669031,1774.794094,7.941666682,-30.63337063
109.60081,71.038773,1.395178963,40.11541271,9.823959094,48.93792915,106.2753835,36.35062089,8.87688092,15.66525404,1778.079883,7.925237401,-30.52092764
108.7014646,71.02979,1.436946149,40.17927744,9.770279482,49.30769061,106.3735515,36.09611452,8.867632322,15.65533513,1778.042309,7.936900704,-30.65661211
108.5930409,71.020806,1.443892045,40.35227273,9.839488636,49.14890907,106.5838068,36.58664773,8.859801157,15.6630564,1775.990615,7.900307781,-30.59377372
107.9102363,71.011823,1.521384929,40.22674813,9.848608282,49.15674949,106.5152749,36.05227427,8.891921269,15.67182233,1780.419885,7.939432013,-30.89197782
108.5086201,71.00284,1.512566138,40.44179894,9.935846561,49.1131044,107.244709,36.37698413,8.91596123,15.69165109,1782.319745,7.982231041,-30.77360005
108.8276623,70.993857,1.553774215,40.73413494,10.02738811,49.09076514,107.8423514,37.01670007,8.909207322,15.71163696,1779.783364,7.96971723,-30.64024715
109.2088811,70.984874,1.408480565,40.62261484,10.09045936,48.78304189,107.7250883,37.06360424,8.908009457,15.69154321,1781.327139,7.939670207,-30.55998826
108.3670116,70.975891,1.408304498,40.71072664,10.19930796,48.52481836,108.0283737,37.39515571,8.914763568,15.71115429,1778.992085,7.978685119,-30.71948102
108.886491,70.966907,1.381858083,40.79809802,10.18946598,48.61588354,108.4169715,37.61960497,8.911869095,15.71370247,1778.571156,8.022811533,-30.45464528
107.7301994,70.957924,1.378539493,40.91132638,10.30625931,48.35969084,108.6505216,38.10283159,8.899540504,15.74732955,1771.996856,7.943976658,-30.29462242
108.7962851,70.948941,1.42081448,40.54751131,10.04449472,48.74261416,107.7978884,37.31749623,8.929348947,15.71728262,1782.159551,7.98132227,-30.55818256
107.8498839,70.939958,1.356934307,40.84014599,10.37664234,48.16689105,108.4087591,38.38978102,8.893984199,15.75939734,1772.316941,7.889732355,-30.35927009
109.2117062,70.930975,1.3795053,40.32862191,10.07632509,48.63030675,107.4339223,37.23957597,8.906313306,15.65443465,1786.233707,7.92926971,-30.54995283
109.3734029,70.921992,1.35797399,40.26762491,9.940451745,48.89760854,107.2340862,36.770705,8.912297529,15.64666148,1788.197969,7.928325323,-30.74588181
109.4212936,70.913009,1.362044818,40.45728291,9.922268908,49.04141484,107.6736695,36.88655462,8.916526618,15.62065974,1790.922017,7.930858989,-30.48411533
109.3437719,70.904025,1.393006993,40.83356643,9.970629371,49.24405614,108.6342657,37.15664336,8.914895117,15.65306826,1787.516426,7.989895097,-30.57733109
109.1287409,70.895042,1.373316228,41.12123156,10.21872996,48.78189133,109.3790892,38.12508018,8.934867434,15.71996622,1783.524003,8.015544145,-30.58460559
109.6506499,70.886059,1.340206186,41.26868557,10.10502577,49.00576519,109.9039948,37.88402062,8.952088714,15.70901151,1786.819225,8.006282206,-30.69736905
109.6296506,70.877076,1.365869018,41.48425693,10.24055416,48.87296941,110.3715365,38.36209068,8.931082084,15.68020946,1786.525335,7.967317376,-30.52543034
110.189913,70.868093,1.389714994,41.33767038,10.08054523,49.23932673,109.842627,38.25650558,8.903624545,15.64492503,1788.643998,7.904306068,-30.49689172
110.6623164,70.85911,1.482947625,41.56942753,9.957369062,49.61877717,110.3940317,38.02679659,8.903024764,15.61412048,1790.70039,7.91003857,-30.33457158
110.7390224,70.850126,1.489438745,41.72178636,9.995171998,49.6793586,110.8931804,38.18949909,8.909907445,15.63942191,1790.155642,7.936974454,-30.23829203
